3717.9285,0.00282
3727.0577,0.00508
3727.0577,0.00281
3736.187,0.00734
3736.187,0.00507
3736.187,0.0028
3745.3162,0.10931
3745.3162,0.10704
3745.3162,0.10478
3745.3162,0.10251
3745.3162,0.10025
3745.3162,0.09798
3745.3162,0.09571
3745.3162,0.09345
3745.3162,0.09118
3745.3162,0.08891
3745.3162,0.08665
3745.3162,0.08438
3745.3162,0.08212
3745.3162,0.07985
3745.3162,0.07758
3745.3162,0.07532
3745.3162,0.07305
3745.3162,0.07078
3745.3162,0.06852
3745.3162,0.06625
3745.3162,0.06399
3745.3162,0.06172
3745.3162,0.05945
3745.3162,0.05719
3745.3162,0.05492
3745.3162,0.05265
3745.3162,0.05039
3745.3162,0.04812
3745.3162,0.04586
3745.3162,0.04359
3745.3162,0.04132
3745.3162,0.03906
3745.3162,0.03679
3745.3162,0.03453
3745.3162,0.03226
3745.3162,0.02999
3745.3162,0.02773
3745.3162,0.01413
3745.3162,0.01186
3745.3162,0.0096
3745.3162,0.00733
3745.3162,0.00506
3754.4455,0.22035
3754.4455,0.21808
3754.4455,0.21582
3754.4455,0.21355
3754.4455,0.21128
3754.4455,0.20902
3754.4455,0.20675
3754.4455,0.20448
3754.4455,0.20222
3754.4455,0.19995
3754.4455,0.19769
3754.4455,0.19542
3754.4455,0.19315
3754.4455,0.19089
3754.4455,0.18862
3754.4455,0.18636
3754.4455,0.18409
3754.4455,0.18182
3754.4455,0.17956
3754.4455,0.17729
3754.4455,0.17502
3754.4455,0.17276
3754.4455,0.17049
3754.4455,0.16823
3754.4455,0.16596
3754.4455,0.16369
3754.4455,0.16143
3754.4455,0.15916
3754.4455,0.15689
3754.4455,0.15463
3754.4455,0.15236
3754.4455,0.1501
3754.4455,0.14783
3754.4455,0.14556
3754.4455,0.1433
3754.4455,0.14103
3754.4455,0.13876
3754.4455,0.1365
3754.4455,0.13423
3754.4455,0.13197
3754.4455,0.1297
3754.4455,0.12743
3754.4455,0.12517
3754.4455,0.1229
3754.4455,0.12064
3754.4455,0.11837
3754.4455,0.1161
3754.4455,0.11384
3754.4455,0.11157
3754.4455,0.1093
3754.4455,0.10704
3754.4455,0.10477
3754.4455,0.10251
3754.4455,0.10024
3754.4455,0.09797
3754.4455,0.09571
3754.4455,0.09344
3754.4455,0.09117
3754.4455,0.08891
3754.4455,0.08664
3754.4455,0.08438
3754.4455,0.08211
3754.4455,0.07984
3754.4455,0.07758
3754.4455,0.07531
3754.4455,0.07304
3754.4455,0.07078
3754.4455,0.06851
3754.4455,0.06625
3754.4455,0.06398
3754.4455,0.06171
3754.4455,0.05945
3754.4455,0.05718
3754.4455,0.05491
3754.4455,0.05265
3754.4455,0.05038
3754.4455,0.04812
3754.4455,0.04585
3754.4455,0.04358
3754.4455,0.04132
3754.4455,0.03905
3754.4455,0.03679
3754.4455,0.03452
3754.4455,0.03225
3754.4455,0.02999
3754.4455,0.02772
3754.4455,0.02545
3754.4455,0.02319
3754.4455,0.02092
3754.4455,0.01866
3754.4455,0.01639
3754.4455,0.01412
3754.4455,0.01186
3754.4455,0.00959
3763.5747,0.31779
3763.5747,0.31552
3763.5747,0.31326
3763.5747,0.31099
3763.5747,0.30872
3763.5747,0.30646
3763.5747,0.30419
3763.5747,0.30193
3763.5747,0.29966
3763.5747,0.29739
3763.5747,0.29513
3763.5747,0.29286
3763.5747,0.29059
3763.5747,0.28833
3763.5747,0.28606
3763.5747,0.2838
3763.5747,0.28153
3763.5747,0.27926
3763.5747,0.277
3763.5747,0.27473
3763.5747,0.27247
3763.5747,0.2702
3763.5747,0.26793
3763.5747,0.26567
3763.5747,0.2634
3763.5747,0.26113
3763.5747,0.25887
3763.5747,0.2566
3763.5747,0.25434
3763.5747,0.25207
3763.5747,0.2498
3763.5747,0.24754
3763.5747,0.24527
3763.5747,0.243
3763.5747,0.24074
3763.5747,0.23847
3763.5747,0.23621
3763.5747,0.23394
3763.5747,0.23167
3763.5747,0.22941
